ensemble_size,batch_size,trial_num,predict_ms,optimised
900,1,8,0.17210282385349274,False
900,1,9,0.1716921105980873,False
900,1,10,0.17227232456207275,False
900,1,11,0.1806030049920082,False
900,1,12,0.17286185175180435,False
900,1,13,0.1728823408484459,False
900,1,14,0.1712227240204811,False
900,1,15,0.17144251614809036,False
900,1,16,0.1730518415570259,False
900,1,17,0.17337221652269363,False
900,1,18,0.17159152776002884,False
900,1,19,0.17107278108596802,False
900,1,20,0.17114169895648956,False
900,1,21,0.17044134438037872,False
900,1,22,0.1721121370792389,False
900,1,23,0.17621275037527084,False
900,1,24,0.17901230603456497,False
900,1,25,0.17112214118242264,False
900,1,26,0.17082132399082184,False
900,1,27,0.1707533374428749,False
900,1,28,0.17452239990234375,False
900,1,29,0.17556175589561462,False
900,1,30,0.17170235514640808,False
900,1,31,0.17109233886003494,False
900,1,32,0.17452146857976913,False
900,1,33,0.17098337411880493,False
900,1,34,0.17333123832941055,False
900,1,35,0.1735212281346321,False
900,1,36,0.17111189663410187,False
900,1,37,0.17138291150331497,False
900,1,38,0.1745019108057022,False
900,1,39,0.18117204308509827,False
900,1,40,0.17502345144748688,False
900,1,41,0.1713419333100319,False
900,1,42,0.1705121248960495,False
900,1,43,0.170072540640831,False
900,1,44,0.1702532172203064,False
900,1,45,0.17132144421339035,False
900,1,46,0.17207209020853043,False
900,1,47,0.1745428889989853,False
900,1,48,0.17038360238075256,False
900,1,49,0.1703621819615364,False
900,2,0,0.20831357687711716,False
